# G0 = 7.429e+02
1.628844e-02 2.097098e+00 0.000000e+00
1.835170e-02 2.075257e+00 0.000000e+00
2.067631e-02 2.053430e+00 0.000000e+00
2.329539e-02 2.031657e+00 0.000000e+00
2.624622e-02 2.010011e+00 0.000000e+00
2.957084e-02 1.988593e+00 0.000000e+00
3.331658e-02 1.967534e+00 0.000000e+00
3.753680e-02 1.946997e+00 0.000000e+00
4.229160e-02 1.927174e+00 0.000000e+00
4.764869e-02 1.908281e+00 0.000000e+00
5.368436e-02 1.890561e+00 0.000000e+00
6.048457e-02 1.874271e+00 0.000000e+00
6.814616e-02 1.859682e+00 0.000000e+00
7.677826e-02 1.847062e+00 0.000000e+00
8.650378e-02 1.836675e+00 0.000000e+00
9.746123e-02 1.828761e+00 0.000000e+00
1.098067e-01 1.823526e+00 0.000000e+00
1.237159e-01 1.821129e+00 0.000000e+00
1.393870e-01 1.821669e+00 0.000000e+00
1.570432e-01 1.825173e+00 0.000000e+00
1.769359e-01 1.831592e+00 0.000000e+00
1.993485e-01 1.840795e+00 0.000000e+00
2.246000e-01 1.852572e+00 0.000000e+00
2.530501e-01 1.866642e+00 0.000000e+00
2.851040e-01 1.882668e+00 0.000000e+00
3.212182e-01 1.900268e+00 0.000000e+00
3.619070e-01 1.919046e+00 0.000000e+00
4.077499e-01 1.938612e+00 0.000000e+00
4.593997e-01 1.958604e+00 0.000000e+00
5.175919e-01 1.978721e+00 0.000000e+00
5.831554e-01 1.998736e+00 0.000000e+00
6.570239e-01 2.018517e+00 0.000000e+00
7.402493e-01 2.038035e+00 0.000000e+00
8.340168e-01 2.057365e+00 0.000000e+00
9.396619e-01 2.076681e+00 0.000000e+00
1.058689e+00 2.096242e+00 0.000000e+00
1.192794e+00 2.116366e+00 0.000000e+00
1.343885e+00 2.137408e+00 0.000000e+00
1.514115e+00 2.159721e+00 0.000000e+00
1.705909e+00 2.183626e+00 0.000000e+00
1.921997e+00 2.209375e+00 0.000000e+00
2.165456e+00 2.237120e+00 0.000000e+00
2.439755e+00 2.266880e+00 0.000000e+00
2.748800e+00 2.298525e+00 0.000000e+00
3.096991e+00 2.331756e+00 0.000000e+00
3.489288e+00 2.366106e+00 0.000000e+00
3.931276e+00 2.400947e+00 0.000000e+00
4.429252e+00 2.435515e+00 0.000000e+00
4.990307e+00 2.468942e+00 0.000000e+00
5.622430e+00 2.500310e+00 0.000000e+00
6.334625e+00 2.528709e+00 0.000000e+00
7.137033e+00 2.553308e+00 0.000000e+00
8.041083e+00 2.573426e+00 0.000000e+00
9.059649e+00 2.588597e+00 0.000000e+00
1.020724e+01 2.598630e+00 0.000000e+00
1.150019e+01 2.603645e+00 0.000000e+00
1.295692e+01 2.604092e+00 0.000000e+00
1.459818e+01 2.600737e+00 0.000000e+00
1.644733e+01 2.594627e+00 0.000000e+00
1.853072e+01 2.587021e+00 0.000000e+00
2.087801e+01 2.579307e+00 0.000000e+00
2.352264e+01 2.572904e+00 0.000000e+00
2.650226e+01 2.569157e+00 0.000000e+00
2.985930e+01 2.569248e+00 0.000000e+00
3.364159e+01 2.574110e+00 0.000000e+00
3.790298e+01 2.584372e+00 0.000000e+00
4.270416e+01 2.600332e+00 0.000000e+00
4.811350e+01 2.621956e+00 0.000000e+00
5.420805e+01 2.648907e+00 0.000000e+00
6.107460e+01 2.680605e+00 0.000000e+00
6.881094e+01 2.716292e+00 0.000000e+00
7.752724e+01 2.755124e+00 0.000000e+00
8.734763e+01 2.796253e+00 0.000000e+00
9.841198e+01 2.838912e+00 0.000000e+00
1.108778e+02 2.882477e+00 0.000000e+00
1.249228e+02 2.926520e+00 0.000000e+00
1.407468e+02 2.970832e+00 0.000000e+00
1.585752e+02 3.015429e+00 0.000000e+00
1.786620e+02 3.060527e+00 0.000000e+00
2.012931e+02 3.106513e+00 0.000000e+00
2.267910e+02 3.153891e+00 0.000000e+00
2.555186e+02 3.203229e+00 0.000000e+00
2.878852e+02 3.255104e+00 0.000000e+00
3.243517e+02 3.310049e+00 0.000000e+00
3.654375e+02 3.368514e+00 0.000000e+00
4.117275e+02 3.430834e+00 0.000000e+00
4.638811e+02 3.497211e+00 0.000000e+00
5.226411e+02 3.567704e+00 0.000000e+00
5.888442e+02 3.642240e+00 0.000000e+00
6.634332e+02 3.720619e+00 0.000000e+00
7.474705e+02 3.802535e+00 0.000000e+00
8.421527e+02 3.887601e+00 0.000000e+00
9.488284e+02 3.975371e+00 0.000000e+00
1.069017e+03 4.065371e+00 0.000000e+00
1.204429e+03 4.157118e+00 0.000000e+00
1.356995e+03 4.250150e+00 0.000000e+00
1.528886e+03 4.344049e+00 0.000000e+00
1.722550e+03 4.438460e+00 0.000000e+00
1.940746e+03 4.533108e+00 0.000000e+00
2.186581e+03 4.627818e+00 0.000000e+00
