0.037 30.575761464957 230.294431001782
0.0428905223557471 34.8606788033155 265.023276164004
0.0497188353499688 40.3241353794922 305.227261095341
0.0576342383535012 47.3862188210944 351.682776161944
0.0668097996907379 56.5887841926217 405.240519713114
0.0774461407356374 68.6271403418841 466.817843095462
0.0897758224483296 84.3867341701364 537.381346419093
0.104068430262856 104.983163797303 617.915944902418
0.120636468505852 131.802092639316 709.376216383244
0.139842193226179 166.533173219111 812.616079193439
0.162105532833626 211.189053252257 928.294295428822
0.187913269729484 268.09742887489 1056.75658864676
0.217829683683081 339.851963011551 1197.90080358091
0.252508889669041 429.208294389663 1351.03946227599
0.292709139929051 538.916197364103 1514.78315321583
0.339309402969148 671.489612544043 1686.97582690404
0.393328581988201 828.932502438396 1864.71536872605
0.455947792943764 1012.45726682927 2044.48575078105
0.528536189359677 1222.2477716751 2222.40860867977
0.61268089852845 1457.32349214733 2394.59451007475
0.710221723656046 1715.54937978568 2557.54486136886
0.82329137070289 1993.80797627759 2708.5348721879
0.954362079470973 2288.31329828075 2845.90538363099
1.10629967851425 2595.01226028834 2969.20950139857
1.28242624576949 2910.00051183271 3079.19336609913
1.48659274496684 3229.88120393883 3177.62759316288
1.72326322599708 3552.01486015022 3267.03495410135
1.9976124302558 3874.63761340356 3350.37341746561
2.31563893508121 4196.85351920823 3430.73112519459
2.68429631116051 4518.52716471972 3511.0759659665
3.11164516062918 4840.11266076585 3594.0838596672
3.60702936013832 5162.45558521975 3682.05242359412
4.18128036240133 5486.59881688111 3776.89359086476
4.84695402322218 5813.61487022218 3880.19078535004
5.61860513216998 6144.47877198205 3993.30267066413
6.51310564944465 6479.98798681091 4117.49499222168
7.55001360710402 6820.72979578836 4254.08347038009
8.75200074058622 7167.09182627682 4404.57332061565
10.1453482005846 7519.30801686922 4570.78435117235
11.7605211838922 7877.530151215 4754.95444993978
13.6328350473774 8241.91425113714 4959.81833971803
15.8032274695069 8612.71159309993 5188.66239547457
18.3191535425363 8990.3557858447 5445.35967558678
21.2356233663383 9375.53994215934 5734.3917666947
24.6164048305989 9769.28109352373 6060.86536404338
28.5354178839168 10172.9721988536 6430.53167708661
33.0783507751547 10588.4250162071 6849.81590442053
38.3445336057572 11017.9094951594 7325.86240990793
44.4491101577953 11464.1971088401 7866.59912550037
51.5255554842158 11930.6166993582 8480.82233413349
59.7285943077851 12421.1320489279 9178.30049253917
69.2375840387948 12940.4506169096 9969.89319098917
80.2604363803743 13494.1727769768 10867.6786895775
93.0381632663369 14088.9904687374 11885.0806415733
107.850146527364 14732.9433918447 13036.9815111167
125.020246505473 15435.739581458 14339.8067108124
144.923883180109 16209.1451774887 15811.5595433963
167.996244632923 17067.4450849974 17471.7826078801
194.741802327295 18027.9715325653 19341.4165182763
225.74534125182 19111.6906444266 21442.5218833545
261.684746099107 20343.8273256058 23797.8261437905
303.345823046534 21754.4953043778 26430.0541785704
351.639481213511 23379.281605421 29361.0023250921
407.621649463551 25259.7131617438 32610.3220617873
472.516364027107 27443.5089448043 36193.9951474725
547.742531750298 29984.4968449302 40122.5097939595
634.944954141341 32942.055778926 44398.7901672225
736.030290547785 36379.9378382439 49015.989928441
853.208746790456 40364.3423951058 53955.3316787388
989.042400765812 44961.1639098678 59184.2495315235
1146.50122164399 50232.4248036534 64655.1563713974
1329.02800750846 56232.0339796906 70305.1894246407
1540.61366128259 63001.168410914 76057.2639358506
1785.88445083272 70563.7332942825 81822.6659821546
2070.20316116815 78922.476716137 87505.2365154479
2399.78635040598 88056.3742639639 93006.9564721126
2781.84027327309 97919.8235619239 98234.4791622519
3224.71844407939 108443.989010953 103105.93182483
3738.10428423721 119540.338826195 107557.18642872
4333.22284787001 131106.079352312 111546.824664597
5023.08625483792 143030.893922725 115059.200369166
5822.77819751274 155204.207742221 118105.297582275
6749.78374197236 167522.168951725 120721.423886497
7824.37163463579 179893.658317872 122966.085824082
9070.03747337893 192244.874447841 124915.600342685
10514.0174329574 204522.322813615 126659.070881382
12187.8837772155 216694.298507197 128293.303867947
14128.2351788084 228751.145087359 129918.094916225
16377.4969401063 240704.671870811 131632.120966298
18984.8486119137 252587.121222473 133529.479883179
22007.2992921557 264450.014217315 135696.755201054
25510.9341156709 276363.092402907 138210.367785933
29572.359189302 288413.438213317 141133.911956697
34280.3765654308 300704.712857431 144515.156949589
39737.925876839 313356.306060361 148382.4196867
46064.3350862591 326502.048372179 152740.079410322
53397.9295626978 340287.993141926 157563.11426327
61899.0565313379 354868.634787792 162790.709446843
71753.591025865 370400.807744588 168319.240597777
83177 387034.443835926 173995.303508337
